"Search Criteria:"

"Lease Type: Both"
"Original Authority Date: 09/20/2017 to 09/20/2018"

"UIC No.","API No.",District,"Lease No.","Lease Name","Well No.","Field Name","Operator Name",County,Oil/Gas,"Formation Names"
000116225,50136927,8A,63523,"YOAKUM WASSON CLEARFORK UNIT",3827,"WASSON 72","OCCIDENTAL PERMIAN LTD.",YOAKUM,Oil,"GLORIETA, CLEAR FORK"
000116226,50136929,8A,63523,"YOAKUM WASSON CLEARFORK UNIT",3828,"WASSON 72","OCCIDENTAL PERMIAN LTD.",YOAKUM,Oil,"GLORIETA, CLEAR FORK"
000116227,50136930,8A,63523,"YOAKUM WASSON CLEARFORK UNIT",4540,"WASSON 72","OCCIDENTAL PERMIAN LTD.",YOAKUM,Oil,"GLORIETA, CLEAR FORK"
000116228,50136931,8A,63523,"YOAKUM WASSON CLEARFORK UNIT",4541,"WASSON 72","OCCIDENTAL PERMIAN LTD.",YOAKUM,Oil,"GLORIETA, CLEAR FORK"
000116229,30133818,08,000000,,1D,,,LOVING,,"BELL CANYON, CHERRY CANYON, BRUSHY CANYON"
000116230,30133819,08,000000,,1D,,,LOVING,,"BELL CANYON, CHERRY CANYON, BRUSHY CANYON"
000116231,49534033,08,000000,,1,,,WINKLER,,"BELL CANYON, CHERRY CANYON"
000116232,30100000,08,000000,,1,,,LOVING,,"DELAWARE, BELL CANYON, CHERRY CANYON"
000116233,00132355,06,183849,"RAMPY, H.R. UNIT",11,"CAYUGA (CV-TP CONS.)","MCGOWAN WORKING PARTNERS, INC.",ANDERSON,Gas,"LOWER WOODBINE"
000116234,49533346,08,50207,"UNIVERSITY 38-20",1D,"WAR-WINK (CHERRY CANYON)","ENERGEN RESOURCES CORPORATION",WINKLER,Oil,"DELAWARE MOUNTAIN GROUP"
000116235,00132312,06,177203,"WORTHAM, V.C. ET AL GAS UNIT",8,"CAYUGA (CV-TP CONS.)","MCGOWAN WORKING PARTNERS, INC.",ANDERSON,Gas,"LOWER WOODBINE"
000116236,47537413,08,000000,,1,,,WARD,,"BELL CANYON, CHERRY CANYON"
000116237,49534030,08,000000,,2,,,WINKLER,,"BELL CANYON, CHERRY CANYON"
000116238,22700000,08,000000,,1,,,HOWARD,,ELLENBURGER
000116239,38936460,08,000000,,1SW,,,REEVES,,"BELL CANYON, CHERRY CANYON"
000116240,30133839,08,000000,,5,,,LOVING,,"CHERRY CANYON, BELL CANYON"
000116241,32942282,08,000000,,1D,,,MIDLAND,,"SAN ANDRES"
000116242,13543432,08,49360,"RATLIFF RANCH 'A'",5A,"RATLIFF (ELLENBURGER)","EUREKA PROSPECTING COMPANY",ECTOR,Oil,"CISCO, CANYON, STRAWN, ATOKA, MISSISSIPPIAN, DEVONIAN, FUSSELMAN, MCKEE, ELLENBURGER"
000116243,46137667,7C,17789,TOPAZ,1,"SHEEP MOUNTAIN (CONSOLIDATED)","HUNT OIL COMPANY",UPTON,Oil,"SAN ANDRES"
000116244,46137550,7C,18504,"UNIVERSITY 58-2",1,"SPRABERRY (TREND AREA)","HUNT OIL COMPANY",UPTON,Oil,"SAN ANDRES"
000116245,22330476,05,000000,,1,,,HOPKINS,,WOODBINE
000116246,46932840,02,07684,"TRAYLOR, T.P. ""B""",65,"HEYSER (5400 #2)","MCGOWAN WORKING PARTNERS, INC.",VICTORIA,Oil,FRIO
000116247,23933887,02,11296,"WEST RANCH (41-A/98-A CONS) UNIT",1109,"WEST RANCH (41-A & 98-A CONS.)","HILCORP ENERGY COMPANY",JACKSON,Oil,FRIO
000116248,46100000,7C,000000,,1,,,UPTON,,ELLENBURGER
000116249,38900000,08,000000,,1,,,REEVES,,"DELAWARE SANDS"
000116250,47537401,08,000000,,1D,,,WARD,,"BELL CANYON, CHERRY CANYON, BRUSHY CANYON"
000116251,47537412,08,000000,,1,,,WARD,,"BELL CANYON, CHERRY CANYON"
000116252,10502593,08,21736,"SOUTH CROSS UNIT",144,"CROSSETT, S. (DETRITAL)","OCCIDENTAL PERMIAN LTD.",CROCKETT,Oil,"DEVONIAN THIRTYONE, DEVONIAN PAY"
000116253,22700000,08,000000,,1,,,HOWARD,,ELLENBURGER
000116254,22700000,08,000000,,1,,,HOWARD,,"MONTOYA, ELLENBURGER"
000116255,22700000,08,000000,,2,,,HOWARD,,"PENNSYLVANIAN, CISCO, CANYON REEF, STRAWN, ATOKA,, MISSISSIPPIAN, SILURIAN, DEVONIAN, FUSSELMAN"
000116256,16538664,8A,000000,,1D,,,GAINES,,"SAN ANGELO, LEONARD, SPRABERRY, DEAN, WOLFCAMP, CISCO,, CANYON"
000116257,39101462,02,08874,"TOM O'CONNOR (4150 FT. SD.) UNIT",35WA,"TOM O'CONNOR (4150)","HILCORP ENERGY COMPANY",REFUGIO,Oil,FRIO
000116258,39101531,02,08874,"TOM O'CONNOR (4150 FT. SD.) UNIT",W002GA,"TOM O'CONNOR (4150)","HILCORP ENERGY COMPANY",REFUGIO,Oil,FRIO
000116259,32900000,08,000000,,2D,,,MIDLAND,,"GRAYBURG, SAN ANDRES"
000116260,17332966,08,36496,"POWELL ""4C""",1,"COBRA (WOLFCAMP)","OXY USA INC.",GLASSCOCK,Oil,WOLFCAMP
000116261,17332964,08,36012,"POWELL ""16""",1,"COBRA (WOLFCAMP)","OXY USA INC.",GLASSCOCK,Oil,WOLFCAMP
000116262,50342243,09,32981,"ZADA CHAPMAN",5,"YOUNG COUNTY REGULAR","WP OIL & GAS EXPLORATION LLC",YOUNG,Oil,GUNSIGHT
000116263,41333003,7C,18021,"THORNBURG 27",10,"FORT MCKAVITT (LIME 4150)","BOAZ ENERGY II OPERATING, LLC",SCHLEICHER,Oil,STRAWN
000116264,40901681,04,08083,"WELDER, MINNIE S.",47,"PORTILLA (5700 SAND)","FROSTWOOD ENERGY, LLC","SAN PATRICIO",Oil,FRIO
000116265,40932058,04,08083,"WELDER, MINNIE S.",68,"PORTILLA (5700 SAND)","FROSTWOOD ENERGY, LLC","SAN PATRICIO",Oil,FRIO
000116266,00347645,08,50151,"UL 10 HARMON",3W,"EMMA (ELLENBURGER)","LIME ROCK RESOURCES IV-A, L.P.",ANDREWS,Oil,"SIMPSON, MCKEE, ELLENBURGER"
000116267,13506554,08,17491,"GOLDSMITH-LANDRETH/SAN ANDRES/UT",257,GOLDSMITH,"KINDER MORGAN PRODUCTION CO LLC",ECTOR,Oil,"SAN ANDRES"
000116268,23932491,02,03425,"WIESE, DELLA",11,"GANADO, WEST (4700 ZONE)","FROSTWOOD ENERGY, LLC",JACKSON,Oil,FRIO
000116269,23932294,02,03425,"WIESE, DELLA",10,"GANADO, WEST (4700 ZONE)","FROSTWOOD ENERGY, LLC",JACKSON,Oil,FRIO
000116270,16501761,8A,69587,"RUSSELL CLEARFORK UNIT",83W,"RUSSELL (CLEARFORK CONSOLIDATED","XTO ENERGY INC.",GAINES,Oil,"CLEAR FORK"
000116271,22739488,08,000000,,1D,,,HOWARD,,"MONTOYA, ELLENBURGER"
000116272,50342057,09,07303,"CARPENTER, O. R.",1N,"YOUNG COUNTY REGULAR","TEXAS SHALLOW OIL & GAS, LLC",YOUNG,Oil,GUNSIGHT
000116273,31700000,08,000000,,3,,,MARTIN,,"SAN ANDRES"
000116274,22739482,08,000000,,1,,,HOWARD,,"FUSSELMAN, MONTOYA, ELLENBURGER"
000116275,49534053,08,000000,,1,,,WINKLER,,"BELL CANYON, CHERRY CANYON"
000116276,47537470,08,000000,,1D,,,WARD,,"BELL CANYON, CHERRY CANYON"
000116277,47330931,03,23771,LITMAN,9,BROOKSHIRE,"CLEARLY PETROLEUM, LLC",WALLER,Oil,FRIO
000116278,47330917,03,23176,MARTIN,37,BROOKSHIRE,"CLEARLY PETROLEUM, LLC",WALLER,Oil,FRIO
000116279,35930356,10,08536,"BOYS RANCH 116",8,"PAINT RIDGE (CANYON GRANITE WSH)","APACHE CORPORATION",OLDHAM,Oil,"CANYON, GRANITE WASH"
000116280,08336230,7B,32214,"NORTHWEST VALERA UNIT",4WI,"WARNER (GARDNER, LOWER)","DRY FORK PRODUCTION CO., LLC",COLEMAN,Oil,STRAWN
000116281,08336226,7B,32214,"NORTHWEST VALERA UNIT",5WI,"WARNER (GARDNER, LOWER)","DRY FORK PRODUCTION CO., LLC",COLEMAN,Oil,STRAWN
000116282,17332487,08,34441,"POWELL ""21B""",33D,"COBRA (WOLFCAMP)","OXY USA INC.",GLASSCOCK,Oil,WOLFCAMP
000116283,30133997,08,000000,,3,,,LOVING,,"DELAWARE, BELL CANYON, CHERRY CANYON"
000116284,17300000,08,000000,,1,,,GLASSCOCK,,"FUSSELMAN, MONTOYA, ELLENBURGER"
000116285,17300000,08,000000,,1,,,GLASSCOCK,,"FUSSELMAN, MONTOYA, ELLENBURGER"
000116286,17332470,08,34336,"POWELL ""8""",13D,"COBRA (WOLFCAMP)","OXY USA INC.",GLASSCOCK,Oil,WOLFCAMP
000116287,32900000,08,000000,,2D,,,MIDLAND,,"GRAYBURG, SAN ANDRES"
000116288,31700000,08,000000,,1D,,,MARTIN,,"GRAYBURG, SAN ANDRES"
000116289,26131346,04,204363,"EAST, S.K.",12ST,"SARITA, EAST (FRIO)","HILCORP ENERGY COMPANY",KENEDY,Gas,"MIOCENE, FRIO"
000116290,10336594,08,30444,"CRANE BRINE STATION",2,"UNIVERSITY WADDELL (PENN.)","BASIC ENERGY SERVICES, L.P.",CRANE,Oil,SALADO
000116291,46100000,7C,000000,,1,,,UPTON,,SALADO
000116292,23933903,02,11296,"WEST RANCH (41-A/98-A CONS) UNIT",1123,"WEST RANCH (41-A & 98-A CONS.)","HILCORP ENERGY COMPANY",JACKSON,Oil,FRIO
000116293,23933878,02,11296,"WEST RANCH (41-A/98-A CONS) UNIT",1152,"WEST RANCH (41-A & 98-A CONS.)","HILCORP ENERGY COMPANY",JACKSON,Oil,FRIO
000116294,23933877,02,11296,"WEST RANCH (41-A/98-A CONS) UNIT",1150,"WEST RANCH (41-A & 98-A CONS.)","HILCORP ENERGY COMPANY",JACKSON,Oil,FRIO
000116295,23933886,02,11296,"WEST RANCH (41-A/98-A CONS) UNIT",1108,"WEST RANCH (41-A & 98-A CONS.)","HILCORP ENERGY COMPANY",JACKSON,Oil,FRIO
000116296,23933891,02,11296,"WEST RANCH (41-A/98-A CONS) UNIT",1154,"WEST RANCH (41-A & 98-A CONS.)","HILCORP ENERGY COMPANY",JACKSON,Oil,FRIO
000116297,25335161,7B,30930,BAKER,2,WILDCAT,"D.J.F. SERVICES, INC.",JONES,Oil,"KING SAND"
000116298,31741387,08,000000,,1,,,MARTIN,,"DEVONIAN, SILURIAN, ELLENBURGER"
000116299,16538671,8A,60475,"SEMINOLE SAN ANDRES UNIT",3301R,"SEMINOLE (SAN ANDRES)","OXY USA INC.",GAINES,Oil,"SAN ANDRES"
000116300,16538673,8A,60475,"SEMINOLE SAN ANDRES UNIT",3107R,"SEMINOLE (SAN ANDRES)","OXY USA INC.",GAINES,Oil,"SAN ANDRES"
000116301,03931279,03,19054,"WEST HASTING UNIT",7810,"HASTINGS, WEST","DENBURY ONSHORE, LLC",BRAZORIA,Oil,FRIO
000116302,30133837,08,000000,,2D,,,LOVING,,"DELAWARE, CHERRY CANYON, BELL CANYON, BRUSHY CANYON"
000116303,31739051,08,40691,"SOUTH CURTIS RANCH",2223I,"SPRABERRY (TREND AREA)","OCCIDENTAL PERMIAN LTD.",MARTIN,Oil,WOLFCAMP
000116304,31739052,08,40691,"SOUTH CURTIS RANCH",2224H,"SPRABERRY (TREND AREA)","OCCIDENTAL PERMIAN LTD.",MARTIN,Oil,WOLFCAMP
000116305,31739004,08,40691,"SOUTH CURTIS RANCH",2817H,"SPRABERRY (TREND AREA)","OCCIDENTAL PERMIAN LTD.",MARTIN,Oil,WOLFCAMP
000116306,31741025,08,000000,,1,,,MARTIN,,ELLENBURGER
000116307,39133122,02,284450,MARBERRY,25,"MCFADDIN (3600)","FROSTWOOD ENERGY, LLC",REFUGIO,Gas,FRIO
000116308,31700000,08,000000,,1,,,MARTIN,,"FUSSELMAN, ELLENBURGER"
000116309,23933902,02,11296,"WEST RANCH (41-A/98-A CONS) UNIT",1122,"WEST RANCH (41-A & 98-A CONS.)","HILCORP ENERGY COMPANY",JACKSON,Oil,FRIO
000116310,23933888,02,11296,"WEST RANCH (41-A/98-A CONS) UNIT",1151,"WEST RANCH (41-A & 98-A CONS.)","HILCORP ENERGY COMPANY",JACKSON,Oil,FRIO
000116311,47537462,08,000000,,1,,,WARD,,"BELL CANYON, CHERRY CANYON"
000116312,10302594,08,20550,"MCCAMEY, G. B., -A- /NCT-A/",1,"ARMER (6350)","BLACKBEARD OPERATING, LLC",CRANE,Oil,"CLEAR FORK LOWER, DEVONIAN, ELLENBURGER"
000116313,31741240,08,23801,POE,"D  2","RK (DEVONIAN)","QEP ENERGY COMPANY",MARTIN,Oil,"DEVONIAN, FUSSELMAN, ELLENBURGER"
000116314,31741244,08,000000,,"D  3",,,MARTIN,,"DEVONIAN, FUSSELMAN, ELLENBURGER"
000116315,15130907,7B,10970,"BOYD -D-",5,"JUDY GAIL (CANYON SAND)","WALSH & WATTS, INC.",FISHER,Oil,
000116316,31700000,08,000000,,1,,,MARTIN,,ELLENBURGER
000116317,46140772,7C,000000,,5908D,,,UPTON,,ELLENBURGER
000116318,50136745,8A,70577,"SUNDANCE 642",1,"PLATANG (SAN ANDRES)","RILEY PERMIAN OPERATING CO, LLC",YOAKUM,Oil,DEVONIAN
000116319,22700000,08,000000,,1,,,HOWARD,,ELLENBURGER
000116320,22703055,08,07099,"ZANT, H. N.",6,VEALMOOR,"SABALO OPERATING, LLC",HOWARD,Oil,"PENNSYLVANIAN, CANYON"
000116321,13139597,04,14006,"GRUY B",8,KOHLER,"AURORA RESOURCES CORPORATION",DUVAL,Oil,"JACKSON, COLE"
000116322,30133895,08,000000,,3,,,LOVING,,"DELAWARE SANDS, BELL CANYON, CHERRY CANYON"
000116323,30133896,08,000000,,4,,,LOVING,,"DELAWARE SANDS, BELL CANYON, CHERRY CANYON"
000116324,26331598,8A,19146,"STRAYHORN, D. P.",7,"FULLERVILLE, NE. (SAN ANDRES)","BROWN, GEO. R PARTNERSHIP,LP,THE",KENT,Oil,"SAN ANDRES"
000116325,26310121,8A,19146,"STRAYHORN, D. P.","1 Y","FULLERVILLE, NE. (SAN ANDRES)","BROWN, GEO. R PARTNERSHIP,LP,THE",KENT,Oil,"SAN ANDRES"
000116326,26332120,8A,05254,"SALT CREEK FIELD UNIT",H042WR,"SALT CREEK","OXY USA WTP LP",KENT,Oil,"CANYON REEF"
000116327,49534046,08,000000,,1,,,WINKLER,,"BELL CANYON, CHERRY CANYON"
000116328,41535378,8A,03137,"SACROC UNIT",206-9,KELLY-SNYDER,"KINDER MORGAN PRODUCTION CO LLC",SCURRY,Oil,"CISCO, CANYON REEF"
000116329,47537469,08,000000,,1,,,WARD,,"BELL CANYON, CHERRY CANYON"
000116330,30133784,08,000000,,1,,,LOVING,,DELAWARE
000116331,38936720,08,50149,CUMBERLAND,01SW,"PHANTOM (WOLFCAMP)","CAPROCK FIELD SERVICES LLC",REEVES,Oil,"CHERRY CANYON"
000116332,46140766,7C,19958,HALL-POWELL,3502D,"PEGASUS (ELLENBURGER)","COG OPERATING LLC",UPTON,Oil,ELLENBURGER
000116333,13330017,7B,118433,"DESDEMONA FIELD UNIT",3902,DESDEMONA,"MORRIS R. GREENHAW OIL&GAS, INC",EASTLAND,Gas,"MARBLE FALLS, DUKE"
000116334,07932511,8A,000000,,1,,,COCHRAN,,"GLORIETA, CLEAR FORK, WICHITA, ABO, WOLFCAMP, CISCO,, STRAWN, DEVONIAN, FUSSELMAN"
000116335,07900000,8A,000000,,1,,,COCHRAN,,"GLORIETA, CLEAR FORK, WICHITA, ABO, WOLFCAMP, CISCO, STRAWN, DEVONIAN, FUSSELMAN"
000116336,41535379,8A,03137,"SACROC UNIT",201-2A,KELLY-SNYDER,"KINDER MORGAN PRODUCTION CO LLC",SCURRY,Oil,"CISCO, CANYON REEF"
000116337,31741325,08,000000,,1,,,MARTIN,,"FUSSELMAN, MONTOYA, ELLENBURGER"
000116338,13138337,04,01138,"DUVAL RANCH -59-",1W,"GOVT. WELLS, SOUTH","KILLAM OIL CO., LTD.",DUVAL,Oil,"GOVERNMENT WELLS FORMATION OF THE JACKSON GROUP"
000116339,47537467,08,000000,,2,,,WARD,,"BELL CANYON, CHERRY CANYON"
000116340,44736499,7B,30929,"WBRR 233",30,"THROCKMORTON COUNTY REGULAR","DRAKE PETROLEUM, LLC",THROCKMORTON,Oil,"COOK SAND"
000116341,44736491,7B,30929,"WBRR 233",62,"THROCKMORTON COUNTY REGULAR","DRAKE PETROLEUM, LLC",THROCKMORTON,Oil,"COOK SAND"
000116342,22739591,08,50199,"MORGAN SWD",1,"SPRABERRY (TREND AREA)","HANNATHON PETROLEUM, LLC",HOWARD,Oil,"CLEAR FORK"
000116343,31741348,08,000000,,1DD,,,MARTIN,,"DEVONIAN, FUSSELMAN, MONTOYA, ELLENBURGER"
000116344,50100000,8A,000000,,1,,,YOAKUM,,"SAN ANDRES, GLORIETA, CLEAR FORK, TUBB, WICHITA, LEONARD,, WOLFCAMP, PENNSYLVANIAN, STRAWN, ATOKA, MISSISSIPPIAN,, WOODFORD, DEVONIAN, SILURIAN, FUSSELMAN"
000116345,16531892,8A,60475,"SEMINOLE SAN ANDRES UNIT",4011,"SEMINOLE (SAN ANDRES)","OXY USA INC.",GAINES,Oil,"SAN ANDRES"
000116346,16532907,8A,60475,"SEMINOLE SAN ANDRES UNIT",4013,"SEMINOLE (SAN ANDRES)","OXY USA INC.",GAINES,Oil,"SAN ANDRES"
000116347,16531888,8A,60475,"SEMINOLE SAN ANDRES UNIT",4117,"SEMINOLE (SAN ANDRES)","OXY USA INC.",GAINES,Oil,"SAN ANDRES"
000116348,16531886,8A,60475,"SEMINOLE SAN ANDRES UNIT",4119,"SEMINOLE (SAN ANDRES)","OXY USA INC.",GAINES,Oil,"SAN ANDRES"
000116349,16533067,8A,60475,"SEMINOLE SAN ANDRES UNIT",5106,"SEMINOLE (SAN ANDRES)","OXY USA INC.",GAINES,Oil,"SAN ANDRES"
000116350,16533106,8A,60475,"SEMINOLE SAN ANDRES UNIT",5207,"SEMINOLE (SAN ANDRES)","OXY USA INC.",GAINES,Oil,"SAN ANDRES"
000116352,23933889,02,11296,"WEST RANCH (41-A/98-A CONS) UNIT",1174,"WEST RANCH (41-A & 98-A CONS.)","HILCORP ENERGY COMPANY",JACKSON,Oil,FRIO
000116353,38936799,08,47477,"HWY 285 SWD",3,"SANDBAR (BONE SPRING)","NGL WATER SOLUTIONS PERMIAN, LLC",REEVES,Oil,"SILURIAN, ELLENBURGER, DEVONIAN, FUSSELMAN, MONTOYA, SIMPSON"
000116354,23933727,02,11296,"WEST RANCH (41-A/98-A CONS) UNIT",1055,"WEST RANCH (41-A & 98-A CONS.)","HILCORP ENERGY COMPANY",JACKSON,Oil,FRIO
000116355,50136364,8A,18910,"DENVER UNIT",4764,WASSON,"OCCIDENTAL PERMIAN LTD.",YOAKUM,Oil,"SAN ANDRES"
000116356,50136365,8A,18910,"DENVER UNIT",4765,WASSON,"OCCIDENTAL PERMIAN LTD.",YOAKUM,Oil,"SAN ANDRES"
000116357,50136374,8A,18910,"DENVER UNIT",4766,WASSON,"OCCIDENTAL PERMIAN LTD.",YOAKUM,Oil,"SAN ANDRES"
000116358,38900000,08,48691,"GREASEWOOD SWD",2,"KEN REGAN (DELAWARE)","RBJ & ASSOCIATES, LP",REEVES,Oil,DELAWARE
000116359,12737615,01,19289,KORN,2H,"BIG WELLS (SAN MIGUEL)","SPRI OIL & GAS, LLC",DIMMIT,Oil,"SAN MIGUEL"
000116360,32942355,08,000000,,18D,,,MIDLAND,,"ELLENBURGER, FUSSELMAN, DEVONIAN"
000116361,33133521,03,000000,,1,,,MILAM,,EDWARDS
000116362,09783750,09,000000,,1,,,COOKE,,"STRAWN SAND"
000116363,01300000,01,000000,,1,,,ATASCOSA,,"GLEN ROSE, EDWARDS"
000116365,38936921,08,41513,"ORLA FIVE SWD",7,"JESS BURNER (DELAWARE 3800)","NGL WATER SOLUTIONS PERMIAN, LLC",REEVES,Oil,"DELAWARE SANDS"
000116366,38936920,08,41513,"ORLA FIVE SWD",6,"JESS BURNER (DELAWARE 3800)","NGL WATER SOLUTIONS PERMIAN, LLC",REEVES,Oil,"DELAWARE SANDS"
000116367,31700000,08,000000,,1,,,MARTIN,,SALADO
000116368,48700612,09,27100,"FARGO UNIT",1101,"FARGO (CONSOLIDATED)","UNITEX OIL & GAS, L.L.C.",WILBARGER,Oil,ELLENBURGER
000116369,16538684,8A,00577,"CEDAR LAKE UNIT",348R,"CEDAR LAKE","OCCIDENTAL PERMIAN LTD.",GAINES,Oil,"SAN ANDRES"
000116370,49534032,08,000000,,1,,,WINKLER,,"BELL CANYON, CHERRY CANYON"
000116371,46140791,7C,000000,,5708D,,,UPTON,,ELLENBURGER
000116372,32942371,08,000000,,1501,,,MIDLAND,,ELLENBURGER
000116373,22739550,08,50268,"ROBINSON 6",1D,"HILL RANCH (FUSSELMAN)","ENERGEN RESOURCES CORPORATION",HOWARD,Oil,"FUSSELMAN, MONTOYA, ELLENBURGER"
000116374,10900000,08,000000,,2V,,,CULBERSON,,"DELAWARE MOUNTAIN GROUP"
000116375,38936287,08,000000,,1,,,REEVES,,"DELAWARE MOUNTAIN GROUP"
000116376,38900000,08,000000,,1,,,REEVES,,"DELAWARE MOUNTAIN GROUP"
000116377,09780771,09,02081,"WESTBROOK, D. J.",1,"COOKE COUNTY REGULAR","FELDERHOFF PRODUCTION COMPANY",COOKE,Oil,BRUHLMEYER
000116378,07132441,03,25515,"OYSTER BAYOU FIELD UNIT",1034,"OYSTER BAYOU","DENBURY ONSHORE, LLC",CHAMBERS,Oil,FRIO
000116379,00942232,09,16839,"WILSON, L. F., ""G""",17,"ARCHER COUNTY REGULAR","TURNBOW DRILLING CO.",ARCHER,Oil,"PERMIAN SAND"
000116380,13532095,08,24575,"COWDEN, W.E. ""E""",1,"COWDEN, SOUTH (CANYON 8790)","RAPTOR PETROLEUM DEVELOP, LLC",ECTOR,Oil,"CLEAR FORK"
000116381,30133904,08,000000,,1D,,,LOVING,,"BELL CANYON, CHERRY CANYON, BRUSHY CANYON"
000116382,31741297,08,48108,HECKER,2D,"RK (DEVONIAN)","ENERGEN RESOURCES CORPORATION",MARTIN,Oil,"DEVONIAN 31, FUSSELMAN, ELLENBURGER"
000116383,37134882,08,24061,"YATES FIELD UNIT",68B15,YATES,"KINDER MORGAN PRODUCTION CO LLC",PECOS,Oil,"SAN ANDRES"
000116384,30133905,08,000000,,1D,,,LOVING,,"BELL CANYON, CHERRY CANYON, BRUSHY CANYON"
000116385,12531024,8A,68889,"BEGGS UNIT",1,"GIRARD, E. (TANNEHILL)","SCHALK OIL COMPANY, INC.",DICKENS,Oil,TANNEHILL
000116386,49534091,08,43417,"UNIVERSITY 36-20",2D,"PHANTOM (WOLFCAMP)","ENERGEN RESOURCES CORPORATION",WINKLER,Oil,"DELAWARE MOUNTAIN GROUP"
000116387,10933348,08,000000,,1V,,,CULBERSON,,"DELAWARE MOUNTAIN GROUP"
000116388,30133706,08,000000,,1D,,,LOVING,,"DELAWARE, BELL CANYON, BRUSHY CANYON, CHERRY CANYON"
000116389,00132326,06,181099,"WORTHAM, V.C. ET AL GAS UNIT",10,"CAYUGA (CV-TP CONS.)","MCGOWAN WORKING PARTNERS, INC.",ANDERSON,Gas,"LOWER WOODBINE"
000116390,39100557,02,05280,"TOM OCONNOR (5800 SD) FLD. UNIT",Q324,"TOM OCONNOR (5800)","HILCORP ENERGY COMPANY",REFUGIO,Oil,FRIO
000116391,39104056,02,05280,"TOM OCONNOR (5800 SD) FLD. UNIT",Q303G,"TOM OCONNOR (5800)","HILCORP ENERGY COMPANY",REFUGIO,Oil,FRIO
000116392,35500154,04,13498,"ESTELL, MARY KING","B 21","RICHARD KING (FRIO CONS.)","DURANGO RESOURCES CORP.",NUECES,Oil,FRIO
000116393,17532948,02,11431,"WELDER HEIRS CJ",4,"GAFFNEY, SW. (5400)","CHARRO OPERATING, L.L.C.",GOLIAD,Oil,FRIO
000116394,49533576,08,45588,CAMPBELL,2,"MARTIN (CONSOLIDATED)","BOYD & MCWILLIAMS OPERATING, LLC",WINKLER,Oil,"CLEAR FORK, WICHITA-ALBANY"
000116395,49533654,08,47034,"ALLY 26",3,"MARTIN (CONSOLIDATED)","BOYD & MCWILLIAMS OPERATING, LLC",WINKLER,Oil,"CLEAR FORK, WICHITA-ALBANY"
000116396,08305100,7B,01127,"DUNCAN-BEAVERS, ET AL, UNIT",37,"GLEN COVE (JENNINGS)","SOJOURNER DRILLING CORPORATION",COLEMAN,Oil,JENNINGS
000116397,38340069,7C,19455,"UNIVERSITY CENTRAL",0809SW,"BLOCK 44 (LOWER ELLENBURGER)","EP ENERGY E&P COMPANY, L.P.",REAGAN,Oil,ELLENBURGER
000116398,41535385,8A,03137,"SACROC UNIT",113-4H,KELLY-SNYDER,"KINDER MORGAN PRODUCTION CO LLC",SCURRY,Oil,"CISCO, CANYON REEF"
000116399,24130858,03,280152,"JACKSON, ARTHUR J.",1,"KIRBYVILLE (6600)","FORT APACHE ENERGY, INC.",JASPER,Gas,FRIO
000116400,18530782,03,26212,COVINGTON,1H,WILDCAT,"ETX ENERGY, LLC",GRIMES,Oil,"WOODBINE, EAGLE FORD"
000116401,18530861,03,27099,"SIX SHOOTER","A  1","FORT TRINIDAD, EAST (GEORGETOWN)","C&E PRODUCTION, LLC",GRIMES,Oil,WOODBINE
000116402,38900000,08,000000,,3,,,REEVES,,"BELL CANYON, CHERRY CANYON, BRUSHY CANYON"
000116403,38900000,08,000000,,1,,,REEVES,,"BELL CANYON, CHERRY CANYON, BRUSHY CANYON"
000116404,50136966,8A,000000,,1D,,,YOAKUM,,DEVONIAN
000116405,31300000,03,000000,,1,,,MADISON,,WOODBINE
000116406,16535765,8A,68399,"JONES, EDGAR E. ""B""",3,"HOBBS, EAST","FORTUNA RESOURCES DVLPMENT, LLC",GAINES,Oil,GLORIETA
000116407,44736621,7B,31669,"HOG CREEK",5,"TRAVIS (STRAWN LOWER)","COOPER OIL & GAS, LLC",THROCKMORTON,Oil,STRAWN
000116408,39101466,02,05280,"TOM OCONNOR (5800 SD) FLD. UNIT",Q041A,"TOM OCONNOR (5800)","HILCORP ENERGY COMPANY",REFUGIO,Oil,FRIO
000116409,21331101,05,04347,"TINER LAKE UNIT",1H,"CARROLL SPRINGS (RODESSA)","O'BENCO, INC.",HENDERSON,Oil,"BACON, RODESSA"
000116410,49533826,08,48276,"CLS WALTON",0319NE,KERMIT,"CHAMPION LONE STAR OPERATING,LLC",WINKLER,Oil,"YATES, COLBY, QUEEN, SEVEN RIVERS"
000116411,16934225,8A,70235,GILES,26,"ARLENE (GLORIETA)","CHOLLA PETROLEUM, INC.",GARZA,Oil,GLORIETA
000116412,30133705,08,000000,,1D,,,LOVING,,"DELAWARE, BELL CANYON, CHERRY CANYON, BRUSHY CANYON"
000116413,49534079,08,000000,,1,,,WINKLER,,"BELL CANYON, CHERRY CANYON"
000116414,38937344,08,000000,,1,,,REEVES,,"DELAWARE SANDS"
000116415,40933081,04,000000,,105D,,,"SAN PATRICIO",,FRIO
000116416,38900000,08,000000,,2,,,REEVES,,"BELL CANYON, CHERRY CANYON, BRUSHY CANYON"
000116417,39100664,02,05280,"TOM OCONNOR (5800 SD) FLD. UNIT",Q401,"TOM OCONNOR (5800)","HILCORP ENERGY COMPANY",REFUGIO,Oil,FRIO
